Nama_Sekolah;Provinsi;Kota_Kabupaten;Kecamatan;NPSN;Status;Bentuk_Pendidikan;Status_Kepemilikan;SK_Pendirian_Sekolah;Tanggal_SK_Pendirian;SK_Izin_Operasional;Tanggal_SK_Izin_Operasional;Kebutuhan_Khusus_Dilayani;Nama_Bank;Cabang_KCP_Unit;Rekening_Atas_Nama;Status_BOS;Waktu_Penyelenggaraan;Sertifikasi_ISO;Sumber_Listrik;Daya_Listrik;Kecepatan_Internet;Kepsek;Operator;Akreditasi;Kurikulum;Waktu;Alamat;RT_RW;Dusun;Desa_Kelurahan;Kode_Pos;Lintang;Bujur;Guru_L;Guru_P;Guru_Total;Tendik_L;Tendik_P;Tendik_Total;PTK_L;PTK_P;PTK_Total;Peserta_Didik_L;Peserta_Didik_P;Peserta_Didik_Total;Ruang_Kelas;Ruang_Perpus;Ruang_Lab;Ruang_Pratik;Rombel;
SD MUHAMMADIYAH WIDORO SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20402219;Swasta;SD;Yayasan;3161/L.1995/DIY.67/77;01/09/1977;125/KPTS/1991;01/04/1991;K - Kesulitan Belajar;BPD;Capem. Semin;SD Muh. Widoro Semin;-;-;-;-;;;TAUFIQ HIDAYAT;ENI NOVIANTI;Tidak diisi;Kurikulum Merdeka;-;Widoro Kidul, Bendung, Semin, Gunungkidul;03-Mar;Widoro Kidul;Bendung;55854;-7;110;0;5;5;1;0;1;1;5;6;75;63;138;7;1;0;0;6;
SMP NEGERI 1 SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20402019;Negeri;SMP;Pemerintah Pusat;030/U/1979;17/02/1979;030/U/1979;17/02/1979;Tidak ada;BPD;Semin;SMPN 1 SEMIN;-;-;-;-;;;Surti Alfiah;;Tidak diisi;Kurikulum Merdeka;-;Semin wetan, Pundungsari, Semin, Gunungkidul;0 / 0;Semin Wetan;Pundung Sari;55854;-7;110;12;14;26;6;2;8;18;16;34;233;243;476;19;2;3;0;15;
SMP NEGERI 2 SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20402030;Negeri;SMP;Pemerintah Daerah;0557/0/1984;20/11/1984;0557/0/1984;20/11/1984;K - Kesulitan Belajar;BPD;Semin;SMP N 2 SEMIN;-;-;-;-;;;Samijo;Triyono;A;Kurikulum Merdeka;-;Bendung, Semin, Gunungkidul;03-Mar;Bendung;Bendung;55854;-7;110;8;10;18;5;1;6;13;11;24;186;196;382;12;0;5;0;12;
SMP NEGERI 3 SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20401994;Negeri;SMP;Pemerintah Pusat;0313/0/1993;10/08/1993;0313/0/1993;10/08/1993;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SEMIN...;SMPN3SEMIN...;-;-;-;-;;;Sri Naniek;DEVI SETYAWATI;A;Kurikulum Merdeka;-;Ngrapah, Candirejo, Semin, Gunungkidul;08-May;Ngrapah;Candi Rejo;55854;-7;110;6;9;15;1;4;5;7;13;20;93;80;173;14;1;4;0;7;
SMP NEGERI 4 SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20407379;Negeri;SMP;Pemerintah Daerah;28/KPTS/2008;06/02/2008;28/KPTS/2008;06/02/2008;C,K;BPD;Semin;SMP Negeri 4 Semin;-;-;-;-;;;Sulino;DWI SAMSIYATI;A;Kurikulum Merdeka;-;Sedono, Pundungsari, Semin, Gunungkidul;0 / 0;Sedono;Pundung Sari;55854;-7;110;7;3;10;3;2;5;10;5;15;87;93;180;6;1;1;0;6;
SMP GOTONG ROYONG SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20401967;Swasta;SMP;Yayasan;0225/H/1986;07/01/1985;123/GR/V/1983;02/06/1986;Tidak ada;BPD;Semin;SMP GOTRO SEMIN;-;-;-;-;;;Rt Suhartono;NANIK TRIWIDANINGSIH;B;Kurikulum Merdeka;-;Semin, Pundungsari, Semin, Gunungkidul;0 / 0;Bakalan;Pundung Sari;55854;-7;110;0;2;2;1;0;1;1;2;3;4;1;5;3;1;2;0;2;
SMP MUHAMMADIYAH SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20401946;Swasta;SMP;Yayasan;0223/H./1986;01/05/1986;420/A/E22/Idsmp/68;08/04/1968;Tidak ada;Bank BPD DIY;Semin;SMP Muhammadiyah Semin;-;-;-;-;;;SUDADI;Susila;A;Kurikulum Merdeka;-;Semin, Semin, Semin, Gunungkidul, Yogyakarta;08-Jan;Semin;Semin;55854;-7;110;10;8;18;5;3;8;15;11;26;142;112;254;10;2;3;0;9;
SMP PELANGI HANDAYANI;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20401970;Swasta;SMP;Yayasan;169/JA/E.33/KPPMUP/70;26/05/1970;0731/H/1986;25/07/1986;Tidak ada;BPD;Semin;SMP BOPKRI SEMIN;-;-;-;-;;;Sukamto;ARIS ARIWIBOWO;C;Kurikulum Merdeka;-;Semin , Semin, Gunungkidul;09-Jan;Semin;Semin;55854;-7;110;2;1;3;1;1;2;3;2;5;9;8;17;4;1;0;0;3;
SMP PEMBANGUNAN SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20401941;Swasta;SMP;Yayasan;0224/ H / 1986;01/06/1982;0224/H/1986;01/05/1986;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SEMIN...;SMPPEMBANGUNANSEMIN...;-;-;-;-;;;Murwani Widhihastuti;WINARSIH;B;Kurikulum Merdeka;-;Karangwetan;01-Apr;Karangwetan;Pundung Sari;55854;-7;110;0;4;4;2;2;4;2;6;8;17;16;33;3;1;2;0;3;
SMAN 1 SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20402116;Negeri;SMA;Pemerintah Daerah;0473/0/1983;09/11/1983;0473/0/1983;09/11/1983;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG  SEMIN...;SMAN1SEMIN...;-;-;-;-;;;Sumardi;HARMAKA;Tidak diisi;Kurikulum Merdeka;-;BULUREJO, SEMIN 55854;0 / 0;TAHUNAN;Bulurejo;55854;-7;110;15;16;31;7;8;15;22;24;46;187;456;643;19;1;7;1;18;
SMA GOTONG ROYONG SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20402040;Swasta;SMA;Yayasan;117/GR/V/1983;01/05/1983;243/I.13.1/I.83;11/08/1983;Tidak ada;BPD;WONOSARI;SMA GOTONG ROYONG SEMIN;-;-;-;-;;;Rt Suhartono;Nani Triwidaningsih;Tidak diisi;Kurikulum Merdeka;-;BAKALAN, PUNDUNGSARI, SEMIN;01-Jan;BAKALAN;Pundung Sari;55854;-7;110;0;4;4;2;0;2;2;4;6;10;17;27;3;1;2;0;3;
SMK GOTONG ROYONG SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20408201;Swasta;SMK;Yayasan;421/85/KPTS/2010;01/01/1900;421/85/KPTS/2010;24/05/2010;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG  SEMIN...;SMKGOTONGROYONGSEMIN...;-;-;-;-;;;Rt Suhartono;Nani Triwidaningsih;Tidak diisi;Kurikulum Merdeka;-;Bakalan;0 / 0;Bakalan;Pundung Sari;55854;-7;110;1;1;2;0;0;0;1;1;2;19;5;24;6;1;2;0;6;
SMK MUHAMMADIYAH SEMIN;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semin;20402130;Swasta;SMK;Yayasan;3208/N.003/DIY.74/77;01/09/1977;E-1/06/K/GK/84;30/06/1984;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG WONOSARI...;SMKMUHAMMADIYAHSEMIN...;-;-;-;-;;;Muhammad Marjuki;Dwi Nurul Subekti;B;Kurikulum Merdeka;-;JL. ALUN-ALUN PUNDUNGSARI;0 / 0;TUKLUK;Semin;55854;-7;110;15;15;30;11;2;13;26;17;43;240;208;448;23;1;6;0;19;
SDN CUWELO I SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402500;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNCUWELOI...;-;-;-;-;;;Sri Dasih;;B;Kurikulum Merdeka;-;Soka, Candirejo, Semanu, Gunungkidul;Jan-13;Soka;Candirejo;55893;-8;110;2;4;6;0;1;1;2;5;7;37;22;59;6;0;0;0;6;
SDN CUWELO II SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402499;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNCUWELOII...;-;-;-;-;;;Karsih Lestari;DEVITASARI HERMAWATI;Tidak diisi;Kurikulum Merdeka;-;Kropak, Candirejo, Semanu, Gunungkidul;Mar-16;Kropak;Candirejo;55893;-8;110;0;7;7;1;1;2;1;8;9;37;34;71;6;1;1;0;6;
SDN DADAPAYU I SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402485;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/ KPTS/ 1991;01/04/1991;Tidak ada;BPD;KARANGMOJO;SDN DADAPAYU I;-;-;-;-;;;Tri Handoko;Bagas Wirawati;A;Kurikulum Merdeka;-;Kauman, Dadapayu, Semanu, Gunungkidul;03-Aug;Kauman;Dadapayu;55893;-8;110;2;4;6;2;0;2;4;4;8;48;37;85;7;1;1;0;6;
SDN DADAPAYU II SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402484;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD DIY;Cabang Karangmojo/Semanu;SD Negeri Dadapayu II;-;-;-;-;;;Sukirin;;B;Kurikulum Merdeka;-;Dedel Wetan, Dadapayu, Semanu, Gunungkidul;01-Nov;Dedel Wetan;Dadapayu;55893;-8;110;1;6;7;1;2;3;2;8;10;33;15;48;6;1;0;0;6;
SDN DAYAKAN II SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402470;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNDAYAKANII...;-;-;-;-;;;Sarbiyono;;B;Kurikulum Merdeka;-;Kepuh, Dadapayu, Semanu, Gunungkidul;Jan-18;Kepuh;Dadapayu;55893;-8;110;0;7;7;2;0;2;2;7;9;33;32;65;6;1;1;0;6;
SDN DENGOK SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402465;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;07/01/1980;125/KPTS/1991;01/04/1991;Tidak ada;BPD;Karangmojo;SD N Dengok;-;-;-;-;;;Ngadiyono;;Tidak diisi;Kurikulum Merdeka;-;Kenteng, Pacarejo, Semanu, Gunungkidul;06-Aug;Kenteng;Pacarejo;55893;-8;110;0;8;8;1;1;2;1;9;10;36;29;65;6;1;0;0;6;
SDN GUNUNGKUNIR I SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402528;Negeri;SD;Pemerintah Daerah;125/KTSP/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNGUNUNGKUNIRI...;-;-;-;-;;;Yogo Ardianto;GATOT DWI PRASETYA;A;Kurikulum Merdeka;-;Panggul Wetan RT 001 / RW 008;01-Aug;Panggul Wetan;Candirejo;55893;-8;110;4;3;7;2;0;2;6;3;9;60;53;113;6;1;0;0;6;
SDN GUNUNGKUNIR II SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402527;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNGUNUNGKUNIRII...;-;-;-;-;;;Wasita;NANIK IRAWATI, S.Pd.;B;Kurikulum Merdeka;-;Soga Rt 01 Rw 02, Candirejo, Semanu, Gunungkidul;01-Feb;Soga;Candirejo;55893;-8;110;0;6;6;2;0;2;2;6;8;41;37;78;6;1;0;0;6;
SDN JASEM SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402393;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNJASEM...;-;-;-;-;;;Diyah Tandu Eko Minarni;;A;Kurikulum Merdeka;-;Jasem, Pacarejo, Semanu, Gunungkidul;Jan-17;Jasem Kidul;Pacarejo;55893;-8;110;2;5;7;1;2;3;3;7;10;38;36;74;6;1;0;0;6;
SDN JATI SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402390;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KCP KARANG MOJO...;SDNJATI...;-;-;-;-;;;Muhammad Ashidiq;ANDRI SURYANINGSIH;A;Kurikulum Merdeka;-;Jati, Candirejo, Semanu, Gunungkidul;Jan-20;Jati;Candirejo;55893;-8;110;3;4;7;2;0;2;5;4;9;23;27;50;6;1;1;0;6;
SDN JETIS SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402407;Negeri;SD;Lainnya;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG SEMANU...;SDNJETIS...;-;-;-;-;;;Abdul Kahar;TITI SURYANSAH;A;Kurikulum Merdeka;-;Jetis;02-Feb;Jetis Kulon;Pacarejo;55893;-8;110;3;5;8;1;0;1;4;5;9;55;77;132;6;1;0;0;6;
SDN JRAGUM SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402403;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNJRAGUM...;-;-;-;-;;;Nadiya;Vera Rolita;A;Kurikulum Merdeka;-;Jragum, Ngeposari, Semanu, Gunungkidul;Apr-14;Jragum;Ngeposari;55893;-8;110;2;6;8;1;2;3;3;8;11;60;42;102;6;1;0;0;6;
SDN KUWON SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402413;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG BPD  KARANGMOJO...;SDKUWON...;-;-;-;-;;;Siti Romlah;;Tidak diisi;Kurikulum Merdeka;-;Kuwon Lor, Pacarejo, Semanu, Gunungkidul;01-Feb;Kuwon Lor;Pacarejo;55893;-8;110;2;6;8;2;1;3;4;7;11;68;55;123;6;1;0;0;6;
SDN KWANGEN SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402412;Negeri;SD;Pemerintah Daerah;Pemb.767/IV/a/7051/76;21/08/1976;125/KPTS/1991;01/04/1991;Tidak ada;BANK BPD;Karangmojo;SDN KWANGEN;-;-;-;-;;;Anita Suryani;BIBIT SANTOSA;A;Kurikulum Merdeka;-;Kwangen Lor, Pacarejo, Semanu, Gunungkidul;07-May;Kwangen Lor;Pacarejo;55893;-8;110;3;4;7;1;1;2;4;5;9;86;70;156;9;1;1;0;6;
SDN MIJAHAN I SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402409;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNMIJAHANI...;-;-;-;-;;;Lusia Whina Suhesti;SRI WARDANI;Tidak diisi;Kurikulum Merdeka;-;Sambirejo, Semanu, Semanu, Gunungkidul;05-Apr;Sambirejo;Semanu;55893;-7;110;3;5;8;0;0;0;3;5;8;30;20;50;6;1;1;0;6;
SDN MIJAHAN II SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402139;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD DIY;Karangmojo;SD N Mijahan II;-;-;-;-;;;Lusia Whina Suhesti;;Tidak diisi;Kurikulum Merdeka;-;Jonge, Pacarejo, Semanu, Gunungkidul;03-Apr;Jonge;Pacarejo;55893;-8;110;3;5;8;0;2;2;3;7;10;47;38;85;6;1;0;0;6;
SDN NGENEP SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401879;Negeri;SD;Pemerintah Pusat;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD;KARANGMOJO;SDN NGENEP;-;-;-;-;;;Sri Siswidayani;DANTI EVA NURJAYANTI;Tidak diisi;Kurikulum Merdeka;-;Sembuku, Dadapayu, Semanu, Gunungkidul;03-Apr;Sembuku;Dadapayu;55893;-8;110;3;4;7;0;1;1;3;5;8;53;52;105;6;0;0;0;6;
SDN NGEPOSARI II SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401876;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;C,C1,D,D1,E,K;BPD DIY;Karangmojo;SDN Ngeposari II;-;-;-;-;;;Sumarni;;A;Kurikulum Merdeka;-;Mojo, Ngeposari, Semanu, Gunungkidul;Jan-13;Mojo;Ngeposari;55893;-8;110;2;4;6;1;2;3;3;6;9;76;70;146;6;1;1;0;6;
SDN NGEPOSARI SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401877;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG  KARANGMOJO...;SDNNGEPOSARI...;-;-;-;-;;;Nur Taufik Hidayat;;B;Kurikulum Merdeka;-;Ngepos;02-Aug;Ngepos;Ngeposari;55893;-7;110;1;6;7;1;1;2;2;7;9;69;57;126;6;1;0;0;6;
SDN NITIKAN SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401841;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG  KARANGMOJO...;SDNNITIKAN...;-;-;-;-;;;Azis Istiyanto;MEY KURNIATI;A;Kurikulum Merdeka;-;Nitikan Timur;06-Nov;Nitikan Timur;Semanu;55893;-7;110;0;6;6;1;2;3;1;8;9;57;57;114;6;1;0;0;6;
SDN PACAREJO II SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401837;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG WONOSARI...;SDNPACAREJOII...;-;-;-;-;;;Ratna Purwantini;;B;Kurikulum Merdeka;-;Pacing Lor, Pacarejo, Semanu, Gunungkidul;Mar-22;pacinglor;Pacarejo;55893;-8;110;2;5;7;1;1;2;3;6;9;42;37;79;7;0;0;0;6;
SDN PLEBENGAN SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401895;Negeri;SD;Pemerintah Daerah;125/kpts/1991;01/04/1991;125/kpts/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANG MOJO...;SDNPLEBENGAN...;-;-;-;-;;;Ganang Mursid Andaya;;Tidak diisi;Kurikulum Merdeka;-;Plebengan Tengah;01-Oct;Plebengan Tengah;Candirejo;55893;-8;110;4;4;8;2;0;2;6;4;10;56;50;106;6;1;1;0;6;
SDN PRAGAK SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401908;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNPRAGAK...;-;-;-;-;;;Asih Rochana;Tri Atmaji;B;Kurikulum Merdeka;-;Pragak, Semanu, Semanu, Gunungkidul;01-Dec;Pragak;Semanu;55893;-7;110;5;3;8;0;2;2;5;5;10;75;55;130;7;1;2;0;6;
SDN SEMANU III SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401758;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNSEMANUIII...;-;-;-;-;;;Ramidi;;Tidak diisi;Kurikulum Merdeka;-;Munggi Pasar, Semanu, Gunungkidul;Sep-33;Munggi Pasar;Semanu;55893;-7;110;4;12;16;2;1;3;6;13;19;146;126;272;12;1;1;0;12;
SDN SEMANU IV SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401744;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD;Karangmojo;SDN SEMANU IV;-;-;-;-;;;Suwardi;Dani Singgih Pratama;Tidak diisi;Kurikulum Merdeka;-;Tambakrejo, Semanu, Semanu, Gunungkidul;Mar-44;Tambakrejo;Semanu;55893;-8;110;4;4;8;2;0;2;6;4;10;31;25;56;6;1;0;0;6;
SDN SEMANU SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401759;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNSEMANU...;-;-;-;-;;;Nur Taufik Hidayat;;A;Kurikulum Merdeka;-;Semanu Utara, Semanu, Gunungkidul;Jan-34;Semanu Utara;Semanu;55893;-8;110;3;10;13;0;1;1;3;11;14;101;101;202;12;1;1;0;10;
SDN SREPENG SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401822;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD DIY;Karangmojo;SDN Srepeng;-;-;-;-;;;Amanah;NUR IRWAN ISNEINI;A;Kurikulum Merdeka;-;Dengok Kidul, Pacarejo, Semanu, Gunungkidul;Apr-20;Dengok kidul;Pacarejo;55893;-8;110;4;5;9;1;2;3;5;7;12;79;60;139;8;1;1;1;8;
SDN TUNGGAKNONGKO SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402073;Negeri;SD;Pemerintah Daerah;125/KPTS/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG  KARANGMOJO...;SDNTUNGGAKNONGKO...;-;-;-;-;;;Supriyanta;Etik Susanti;Tidak diisi;Kurikulum Merdeka;-;Tunggaknongko, Ngeposari, Semanu, Gunungkidul;01-Jan;Tunggaknongko;Ngeposari;55893;-7;110;3;5;8;1;0;1;4;5;9;37;33;70;6;1;1;0;6;
SDN WEDIWUTAH SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402065;Negeri;SD;Pemerintah Daerah;125/kpts/1991;01/04/1991;125/KPTS/1991;01/04/1991;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SDNWEDIWUTAH...;-;-;-;-;;;Dwi Harmawati;;B;Kurikulum Merdeka;-;Wediwutah, Ngeposari, Semanu, Gunungkidul;Jan-18;Wediutah;Ngeposari;55893;-8;110;4;4;8;1;1;2;5;5;10;49;42;91;6;1;1;0;6;
SMP NEGERI 1 SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402020;Negeri;SMP;Pemerintah Daerah;190/UKK.3/1968;20/05/1968;030/U/1979;17/02/1979;Tidak ada;BPD DIY;Karangmojo;SMP 1 SEMANU;-;-;-;-;;;Heriyanto;;A;Kurikulum Merdeka;-;Semanu, Semanu, Gunungkidul;Jan-34;Semanu Utara;Semanu;55893;-8;110;9;22;31;4;4;8;13;26;39;271;300;571;18;1;5;0;18;
SMP NEGERI 2 SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20402031;Negeri;SMP;Pemerintah Daerah;01/07/1984;01/07/1984;0557/0/1984/20/11/1984;20/11/1984;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANGMOJO...;SMP2SEMANU...;-;-;-;-;;;Sutotok Sudar Ujian;ANA KUSUMAWATI;A;Kurikulum Merdeka;-;Panggul, Candirejo, Semanu, Gunungkidul;03-Jun;Panggul Kulon;Candirejo;55893;-8;110;4;10;14;3;1;4;7;11;18;137;128;265;17;1;2;0;9;
SMP NEGERI 3 SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401995;Negeri;SMP;Pemerintah Daerah;107/O/1997;16/05/1997;107/O/1997;16/05/1997;C, D, H;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG  KARANGMOJO...;SMP3SEMANU...;-;-;-;-;;;Dwiastuti Ari Siswandari;Agustinus Heriyanto Budiyuwono;Tidak diisi;Kurikulum Merdeka;-;Pacarejo, Semanu, Gunungkidul;Jul-19;Kwangen Lor;Pacarejo;55893;-8;110;5;11;16;5;2;7;10;13;23;195;188;383;12;1;3;0;12;
SMP MUHAMMADIYAH SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20407353;Swasta;SMP;Yayasan;4454/II-190/DIY-88/1990;09/04/1988;036/I13/H/KPT/1988;09/04/1988;Tidak ada;BPD YOGYAKARTA...;BPD YOGYAKARTA CABANG KARANG MOJO...;SMPMUHAMMADIYAHSEMANU...;-;-;-;-;;;Rohmah Yuliana;;B;Kurikulum Merdeka;-;Karangtengah;0 / 0;KARANGTENGAH;Dadapayu;55893;-8;110;0;4;4;1;3;4;1;7;8;21;36;57;3;1;2;0;3;
SMP PERSIAPAN SEMANU;Prov. D.I. Yogyakarta;Kab. Gunungkidul;Kec. Semanu;20401939;Swasta;SMP;Yayasan;0228/H/1986;01/05/1986;37/SMP/PER/68;08/03/1968;Tidak ada;BPD;Karangmojo;SMP Persiapan Semanu;-;-;-;-;;;Fatah Yasin;SUGENG;B;Kurikulum Merdeka;-;Jln. Baran, Wareng, Semanu, Gunungkidul;Feb-20;Wareng Semanu Semanu Gunungkidul DIY;Semanu;55893;-8;110;2;5;7;2;2;4;4;7;11;63;23;86;5;1;3;0;4;
